shipment_key,sales_key,warehouse_key,shipment_date,delivery_date,delay_days,shipping_cost,created_at
1031,3211,10,2022-07-10,2022-07-14,4,11.97,2025-07-23 23:42:42.628738
1032,3309,7,2022-10-01,2022-10-04,3,44.94,2025-07-23 23:42:42.630109
1033,393,15,2024-12-26,2024-12-28,2,25.51,2025-07-23 23:42:42.631465
1034,4384,3,2022-11-12,2022-11-14,2,7.23,2025-07-23 23:42:42.632840
1035,4198,15,2022-05-05,2022-05-10,5,18.28,2025-07-23 23:42:42.634239
1036,4181,1,2023-08-20,2023-08-23,3,45.02,2025-07-23 23:42:42.635614
1037,140,18,2023-07-25,2023-07-27,2,20.11,2025-07-23 23:42:42.637014
1038,4721,19,2024-11-29,2024-11-30,1,31.35,2025-07-23 23:42:42.638388
1039,1346,11,2022-09-01,2022-09-06,5,36.78,2025-07-23 23:42:42.639726
1040,1869,6,2024-04-20,2024-04-22,2,5.29,2025-07-23 23:42:42.641091
1041,674,8,2023-11-22,2023-11-27,5,37.02,2025-07-23 23:42:42.642451
1042,1028,9,2024-11-28,2024-12-03,5,45.57,2025-07-23 23:42:42.643839
1043,689,6,2024-11-29,2024-12-02,3,37.59,2025-07-23 23:42:42.645220
1044,2559,7,2022-07-03,2022-07-07,4,5.06,2025-07-23 23:42:42.646607
1045,4684,8,2022-10-21,2022-10-23,2,7.08,2025-07-23 23:42:42.647997
1046,1619,2,2023-11-02,2023-11-03,1,26.76,2025-07-23 23:42:42.649395
1047,1987,9,2022-03-25,2022-03-26,1,5.15,2025-07-23 23:42:42.650739
1048,303,17,2024-12-28,2024-12-28,0,27.05,2025-07-23 23:42:42.652143
1049,2888,9,2022-04-20,2022-04-22,2,39.6,2025-07-23 23:42:42.653497
1050,1425,6,2024-06-07,2024-06-07,0,42.06,2025-07-23 23:42:42.654894
1051,3364,3,2024-12-03,2024-12-06,3,22.79,2025-07-23 23:42:42.656277
1052,3933,6,2024-12-14,2024-12-15,1,30.94,2025-07-23 23:42:42.657656
1053,3002,4,2024-11-25,2024-11-28,3,42.86,2025-07-23 23:42:42.659029
1054,1404,12,2023-02-01,2023-02-02,1,5.29,2025-07-23 23:42:42.660400
1055,4676,4,2022-06-17,2022-06-19,2,43.66,2025-07-23 23:42:42.661738
1056,224,7,2024-10-23,2024-10-24,1,30.7,2025-07-23 23:42:42.663122
1057,4621,3,2023-05-26,2023-05-28,2,10.21,2025-07-23 23:42:42.664498
1058,2062,14,2024-04-01,2024-04-04,3,6.43,2025-07-23 23:42:42.665889
1059,194,5,2023-10-20,2023-10-24,4,45.71,2025-07-23 23:42:42.667272
1060,2032,6,2022-10-13,2022-10-17,4,35.06,2025-07-23 23:42:42.668674
1061,1648,14,2023-03-22,2023-03-24,2,26.69,2025-07-23 23:42:42.670036
1062,1751,12,2023-07-26,2023-07-27,1,18.35,2025-07-23 23:42:42.671410
1063,2955,4,2023-11-02,2023-11-03,1,22.54,2025-07-23 23:42:42.672751
1064,163,7,2024-03-09,2024-03-11,2,35.14,2025-07-23 23:42:42.674173
1065,3769,6,2024-11-09,2024-11-09,0,33.06,2025-07-23 23:42:42.675539
1066,2578,11,2024-10-20,2024-10-21,1,39.48,2025-07-23 23:42:42.676925
1067,1259,11,2023-07-09,2023-07-13,4,31.24,2025-07-23 23:42:42.678305
1068,3554,6,2022-09-06,2022-09-09,3,46.08,2025-07-23 23:42:42.679687
1069,1781,12,2024-11-21,2024-11-25,4,20.51,2025-07-23 23:42:42.681052
1070,3005,18,2022-10-14,2022-10-17,3,35.03,2025-07-23 23:42:42.682434
1071,4033,8,2023-08-19,2023-08-21,2,29.89,2025-07-23 23:42:42.683795
1072,4608,17,2024-01-12,2024-01-13,1,20.23,2025-07-23 23:42:42.685187
1073,3007,10,2022-11-01,2022-11-02,1,46.94,2025-07-23 23:42:42.686564
1074,3972,7,2023-10-13,2023-10-13,0,8.84,2025-07-23 23:42:42.687942
1075,4413,2,2023-09-13,2023-09-18,5,48.51,2025-07-23 23:42:42.689325
1076,2234,8,2024-11-01,2024-11-03,2,7.47,2025-07-23 23:42:42.690688
1077,75,18,2022-10-21,2022-10-24,3,15.5,2025-07-23 23:42:42.692034
1078,3860,15,2024-11-12,2024-11-12,0,28.77,2025-07-23 23:42:42.693417
1079,4161,12,2023-04-23,2023-04-23,0,22.44,2025-07-23 23:42:42.694748
1080,2192,13,2022-04-08,2022-04-09,1,30.4,2025-07-23 23:42:42.696160
1081,2465,14,2022-07-11,2022-07-16,5,37.26,2025-07-23 23:42:42.697573
1082,46,9,2024-02-24,2024-02-25,1,30.36,2025-07-23 23:42:42.698931
1083,956,18,2023-04-24,2023-04-27,3,14.46,2025-07-23 23:42:42.700288
1084,1083,15,2023-01-26,2023-01-28,2,19.99,2025-07-23 23:42:42.701644
1085,994,3,2022-12-31,2023-01-05,5,48.15,2025-07-23 23:42:42.703020
1086,1015,8,2024-07-20,2024-07-22,2,10.81,2025-07-23 23:42:42.704401
1087,3744,15,2023-11-19,2023-11-22,3,28.55,2025-07-23 23:42:42.705775
1088,2905,16,2022-07-22,2022-07-24,2,24.63,2025-07-23 23:42:42.707179
1089,4059,14,2024-09-15,2024-09-17,2,15.73,2025-07-23 23:42:42.708544
1090,2604,1,2022-02-24,2022-02-26,2,47.85,2025-07-23 23:42:42.709950
1091,2667,6,2024-04-28,2024-05-02,4,5.25,2025-07-23 23:42:42.711322
1092,4403,13,2024-04-25,2024-04-25,0,26.02,2025-07-23 23:42:42.712697
1093,1414,12,2022-08-27,2022-08-31,4,17.76,2025-07-23 23:42:42.714061
1094,407,10,2022-05-02,2022-05-07,5,17.73,2025-07-23 23:42:42.715446
1095,2255,18,2024-06-17,2024-06-22,5,20.52,2025-07-23 23:42:42.716813
1096,3755,7,2022-11-10,2022-11-13,3,17.62,2025-07-23 23:42:42.718211
1097,3635,10,2024-10-24,2024-10-25,1,35.1,2025-07-23 23:42:42.719565
1098,954,19,2022-04-05,2022-04-06,1,5.29,2025-07-23 23:42:42.720984
1099,1063,7,2023-12-24,2023-12-26,2,27.72,2025-07-23 23:42:42.722365
1100,647,7,2023-08-07,2023-08-10,3,29.56,2025-07-23 23:42:42.723703
1101,3828,18,2022-02-18,2022-02-22,4,30.96,2025-07-23 23:42:42.725061
1102,509,6,2023-11-10,2023-11-14,4,9.56,2025-07-23 23:42:42.726440
1103,4234,5,2023-08-29,2023-08-29,0,37.67,2025-07-23 23:42:42.727795
1104,4992,12,2022-06-13,2022-06-13,0,43.13,2025-07-23 23:42:42.729196
1105,4191,18,2023-07-06,2023-07-08,2,28.14,2025-07-23 23:42:42.730559
1106,1186,9,2022-02-27,2022-03-01,2,8.72,2025-07-23 23:42:42.731918
1107,79,12,2022-04-25,2022-04-29,4,16.51,2025-07-23 23:42:42.733301
1108,1912,20,2024-11-12,2024-11-17,5,44.73,2025-07-23 23:42:42.734658
1109,2127,3,2023-06-03,2023-06-06,3,35.51,2025-07-23 23:42:42.736011
1110,3757,11,2024-06-12,2024-06-15,3,46.5,2025-07-23 23:42:42.737369
1111,4107,12,2024-09-17,2024-09-18,1,13.79,2025-07-23 23:42:42.738698
1112,3150,16,2023-11-10,2023-11-13,3,36.33,2025-07-23 23:42:42.740056
1113,2740,20,2022-12-01,2022-12-04,3,14.0,2025-07-23 23:42:42.741423
1114,4333,16,2024-10-15,2024-10-18,3,38.06,2025-07-23 23:42:42.742786
1115,3320,9,2022-02-21,2022-02-22,1,32.08,2025-07-23 23:42:42.744178
1116,1648,13,2023-03-23,2023-03-24,1,25.65,2025-07-23 23:42:42.745548
1117,2441,15,2024-06-26,2024-07-01,5,41.83,2025-07-23 23:42:42.746913
1118,311,9,2022-08-10,2022-08-10,0,16.22,2025-07-23 23:42:42.748273
1119,4775,9,2023-04-21,2023-04-21,0,39.06,2025-07-23 23:42:42.749684
1120,459,13,2024-02-11,2024-02-11,0,21.26,2025-07-23 23:42:42.751059
1121,3229,7,2023-08-04,2023-08-07,3,13.17,2025-07-23 23:42:42.752438
1122,1856,11,2023-11-21,2023-11-24,3,6.88,2025-07-23 23:42:42.753799
1123,4718,2,2024-04-17,2024-04-20,3,37.94,2025-07-23 23:42:42.755188
1124,4099,20,2023-12-12,2023-12-12,0,18.98,2025-07-23 23:42:42.756606
1125,4441,13,2024-08-24,2024-08-27,3,33.66,2025-07-23 23:42:42.758014
1126,490,1,2023-12-29,2023-12-31,2,5.82,2025-07-23 23:42:42.759439
1127,1675,14,2024-12-02,2024-12-04,2,8.28,2025-07-23 23:42:42.760836
1128,2871,7,2022-09-07,2022-09-09,2,46.97,2025-07-23 23:42:42.762241
1129,3995,10,2024-12-04,2024-12-04,0,29.58,2025-07-23 23:42:42.763618
1130,2948,12,2022-07-23,2022-07-24,1,24.53,2025-07-23 23:42:42.765012
1131,2789,16,2022-12-04,2022-12-08,4,37.86,2025-07-23 23:42:42.766402
1132,2621,18,2023-04-26,2023-04-27,1,44.14,2025-07-23 23:42:42.767735
1133,1170,13,2024-09-29,2024-10-01,2,26.05,2025-07-23 23:42:42.769164
1134,3571,16,2022-03-05,2022-03-06,1,20.97,2025-07-23 23:42:42.770523
1135,346,11,2022-02-17,2022-02-21,4,38.71,2025-07-23 23:42:42.771927
1136,4761,8,2022-08-23,2022-08-25,2,23.71,2025-07-23 23:42:42.773302
1137,3040,12,2022-07-28,2022-08-01,4,49.5,2025-07-23 23:42:42.774673
1138,1434,10,2022-10-09,2022-10-13,4,29.02,2025-07-23 23:42:42.776036
1139,1730,19,2023-04-17,2023-04-20,3,6.82,2025-07-23 23:42:42.777409
1140,2136,12,2023-08-22,2023-08-26,4,19.86,2025-07-23 23:42:42.778782
1141,4798,1,2023-01-29,2023-01-29,0,34.65,2025-07-23 23:42:42.780179
1142,3255,5,2022-11-23,2022-11-25,2,6.14,2025-07-23 23:42:42.781553
1143,3498,2,2023-11-27,2023-12-01,4,25.1,2025-07-23 23:42:42.782926
1144,866,20,2024-03-16,2024-03-18,2,14.51,2025-07-23 23:42:42.784299
1145,1327,8,2024-04-28,2024-04-30,2,46.83,2025-07-23 23:42:42.785674
1146,2795,9,2022-02-24,2022-02-27,3,45.48,2025-07-23 23:42:42.787050
1147,3255,6,2022-11-24,2022-11-24,0,24.88,2025-07-23 23:42:42.788424
1148,4853,10,2024-02-04,2024-02-07,3,25.51,2025-07-23 23:42:42.789778
1149,564,7,2024-08-17,2024-08-18,1,23.87,2025-07-23 23:42:42.791151
1150,1235,9,2024-10-06,2024-10-11,5,14.44,2025-07-23 23:42:42.792515
1151,2115,8,2023-10-20,2023-10-25,5,34.58,2025-07-23 23:42:42.793910
1152,128,11,2023-09-17,2023-09-21,4,21.78,2025-07-23 23:42:42.795302
1153,3822,8,2023-06-25,2023-06-28,3,9.58,2025-07-23 23:42:42.796693
1154,4548,10,2022-09-28,2022-10-01,3,11.61,2025-07-23 23:42:42.798051
1155,2408,13,2023-03-03,2023-03-03,0,27.67,2025-07-23 23:42:42.799488
1156,4523,17,2024-10-29,2024-10-31,2,13.6,2025-07-23 23:42:42.800870
1157,3818,10,2024-10-12,2024-10-15,3,41.82,2025-07-23 23:42:42.802259
1158,276,8,2023-05-17,2023-05-20,3,8.96,2025-07-23 23:42:42.803656
1159,2787,19,2023-01-25,2023-01-25,0,22.31,2025-07-23 23:42:42.805263
1160,2922,6,2023-01-15,2023-01-17,2,10.34,2025-07-23 23:42:42.806710
1161,3734,7,2024-07-26,2024-07-27,1,48.44,2025-07-23 23:42:42.808080
1162,1347,3,2022-11-28,2022-11-28,0,8.77,2025-07-23 23:42:42.809475
1163,4108,20,2022-03-06,2022-03-08,2,23.36,2025-07-23 23:42:42.810874
1164,3469,17,2023-11-20,2023-11-20,0,30.2,2025-07-23 23:42:42.812253
1165,1406,17,2022-04-08,2022-04-10,2,15.27,2025-07-23 23:42:42.813619
1166,3296,20,2024-03-25,2024-03-28,3,31.25,2025-07-23 23:42:42.815006
1167,4279,5,2024-02-08,2024-02-12,4,10.65,2025-07-23 23:42:42.816442
1168,1448,16,2023-12-10,2023-12-14,4,34.73,2025-07-23 23:42:42.817831
1169,618,4,2023-02-12,2023-02-16,4,16.17,2025-07-23 23:42:42.819214
1170,2310,4,2022-10-01,2022-10-03,2,8.64,2025-07-23 23:42:42.820776
1171,3807,19,2024-02-06,2024-02-06,0,32.5,2025-07-23 23:42:42.822348
1172,73,5,2022-01-09,2022-01-14,5,15.52,2025-07-23 23:42:42.823734
1173,3406,4,2023-04-03,2023-04-08,5,22.61,2025-07-23 23:42:42.825475
1174,698,20,2023-07-25,2023-07-25,0,47.48,2025-07-23 23:42:42.827263
1175,3472,7,2023-12-20,2023-12-24,4,5.08,2025-07-23 23:42:42.828925
1176,2669,5,2024-10-04,2024-10-04,0,24.57,2025-07-23 23:42:42.830317
1177,1218,2,2024-10-19,2024-10-20,1,44.4,2025-07-23 23:42:42.831651
1178,4011,7,2022-11-30,2022-11-30,0,7.69,2025-07-23 23:42:42.833006
1179,3288,18,2024-10-16,2024-10-16,0,16.35,2025-07-23 23:42:42.834414
1180,4051,6,2024-07-11,2024-07-16,5,11.38,2025-07-23 23:42:42.835739
1181,3003,15,2024-08-19,2024-08-23,4,7.57,2025-07-23 23:42:42.837189
1182,3811,2,2024-08-16,2024-08-17,1,48.32,2025-07-23 23:42:42.838573
1183,1677,8,2022-09-18,2022-09-20,2,12.71,2025-07-23 23:42:42.839990
1184,2021,2,2023-02-01,2023-02-03,2,41.39,2025-07-23 23:42:42.841374
1185,1178,12,2022-09-01,2022-09-03,2,23.08,2025-07-23 23:42:42.842737
1186,4295,8,2023-08-16,2023-08-19,3,14.29,2025-07-23 23:42:42.844157
1187,4395,8,2023-08-04,2023-08-04,0,27.81,2025-07-23 23:42:42.845533
1188,1418,18,2023-04-28,2023-05-03,5,32.2,2025-07-23 23:42:42.846930
1189,4543,5,2022-08-05,2022-08-05,0,34.58,2025-07-23 23:42:42.848289
1190,3419,7,2023-07-30,2023-08-03,4,34.99,2025-07-23 23:42:42.849714
1191,3518,10,2024-10-10,2024-10-11,1,8.18,2025-07-23 23:42:42.851149
1192,2067,9,2022-05-23,2022-05-26,3,18.55,2025-07-23 23:42:42.852504
1193,4105,4,2024-03-26,2024-03-27,1,34.74,2025-07-23 23:42:42.853904
1194,1453,18,2023-05-22,2023-05-25,3,9.58,2025-07-23 23:42:42.855286
1195,4724,17,2022-10-03,2022-10-07,4,23.36,2025-07-23 23:42:42.856642
1196,3689,2,2022-11-13,2022-11-17,4,18.23,2025-07-23 23:42:42.858018
1197,4622,1,2024-08-24,2024-08-24,0,30.06,2025-07-23 23:42:42.859419
1198,4274,19,2024-06-21,2024-06-24,3,23.84,2025-07-23 23:42:42.860785
1199,3589,14,2022-08-14,2022-08-18,4,43.13,2025-07-23 23:42:42.862149
1200,3898,4,2022-09-19,2022-09-22,3,18.46,2025-07-23 23:42:42.863516
1201,2330,3,2022-08-31,2022-08-31,0,21.22,2025-07-23 23:42:42.864906
1202,3930,11,2024-11-20,2024-11-24,4,12.38,2025-07-23 23:42:42.866298
1203,3411,1,2022-05-01,2022-05-06,5,23.83,2025-07-23 23:42:42.867658
1204,3293,7,2023-10-15,2023-10-20,5,34.94,2025-07-23 23:42:42.869054
1205,4879,3,2022-06-25,2022-06-26,1,21.42,2025-07-23 23:42:42.870496
1206,1531,16,2022-06-09,2022-06-11,2,5.29,2025-07-23 23:42:42.871904
1207,2352,3,2024-05-30,2024-06-01,2,26.67,2025-07-23 23:42:42.873303
1208,2221,7,2024-05-05,2024-05-10,5,12.48,2025-07-23 23:42:42.874692
1209,2156,8,2023-07-13,2023-07-16,3,39.23,2025-07-23 23:42:42.876033
1210,3488,2,2022-11-11,2022-11-16,5,27.5,2025-07-23 23:42:42.877413
1211,4159,7,2023-02-17,2023-02-22,5,11.25,2025-07-23 23:42:42.878751
1212,4661,17,2022-03-07,2022-03-08,1,17.4,2025-07-23 23:42:42.880263
1213,4418,5,2023-08-26,2023-08-30,4,14.71,2025-07-23 23:42:42.881626
1214,3081,15,2022-07-29,2022-08-01,3,49.51,2025-07-23 23:42:42.883056
1215,2322,1,2024-02-05,2024-02-05,0,19.27,2025-07-23 23:42:42.884433
1216,2844,18,2022-09-21,2022-09-26,5,49.87,2025-07-23 23:42:42.885854
1217,2938,3,2022-01-03,2022-01-06,3,17.99,2025-07-23 23:42:42.887245
1218,4879,10,2022-06-25,2022-06-28,3,40.11,2025-07-23 23:42:42.888585
1219,2082,13,2023-10-31,2023-11-01,1,14.51,2025-07-23 23:42:42.889978
1220,4178,10,2024-11-22,2024-11-25,3,33.73,2025-07-23 23:42:42.891355
1221,2405,3,2022-03-18,2022-03-18,0,43.35,2025-07-23 23:42:42.892725
1222,485,14,2023-02-18,2023-02-21,3,5.82,2025-07-23 23:42:42.894129
1223,2094,11,2024-11-15,2024-11-17,2,46.03,2025-07-23 23:42:42.895482
1224,300,20,2022-03-12,2022-03-14,2,42.49,2025-07-23 23:42:42.896887
1225,1214,17,2023-07-09,2023-07-13,4,8.05,2025-07-23 23:42:42.898269
1226,2543,9,2023-07-21,2023-07-21,0,44.72,2025-07-23 23:42:42.899630
1227,4076,15,2022-11-09,2022-11-13,4,37.68,2025-07-23 23:42:42.901049
1228,227,20,2022-07-17,2022-07-20,3,45.85,2025-07-23 23:42:42.902406
1229,2218,9,2022-02-06,2022-02-09,3,33.48,2025-07-23 23:42:42.904295
1230,2502,16,2023-07-26,2023-07-26,0,5.03,2025-07-23 23:42:42.905662
1231,1160,4,2023-06-26,2023-06-29,3,17.33,2025-07-23 23:42:42.907029
1232,327,19,2023-01-03,2023-01-05,2,31.91,2025-07-23 23:42:42.908393
1233,4983,18,2023-08-20,2023-08-20,0,23.49,2025-07-23 23:42:42.909782
1234,417,18,2022-12-31,2023-01-03,3,39.74,2025-07-23 23:42:42.911173
1235,3552,14,2022-05-05,2022-05-05,0,17.54,2025-07-23 23:42:42.912523
1236,160,6,2022-07-20,2022-07-20,0,16.06,2025-07-23 23:42:42.914016
1237,4311,19,2022-04-01,2022-04-01,0,47.23,2025-07-23 23:42:42.915386
1238,4004,1,2024-11-13,2024-11-16,3,30.49,2025-07-23 23:42:42.916721
1239,866,10,2024-03-17,2024-03-17,0,32.94,2025-07-23 23:42:42.918153
1240,3337,4,2022-04-21,2022-04-25,4,26.52,2025-07-23 23:42:42.919537
1241,1796,14,2024-12-15,2024-12-19,4,8.9,2025-07-23 23:42:42.921380
1242,4554,13,2022-04-05,2022-04-06,1,44.87,2025-07-23 23:42:42.922963
1243,2424,18,2022-04-19,2022-04-24,5,48.8,2025-07-23 23:42:42.924523
1244,1565,15,2024-10-08,2024-10-10,2,19.67,2025-07-23 23:42:42.926054
1245,4662,8,2022-11-07,2022-11-11,4,19.96,2025-07-23 23:42:42.927544
1246,1091,19,2024-07-30,2024-08-03,4,10.19,2025-07-23 23:42:42.929216
1247,1071,18,2024-04-19,2024-04-21,2,28.75,2025-07-23 23:42:42.930658
1248,470,3,2023-02-12,2023-02-12,0,24.61,2025-07-23 23:42:42.932015
1249,2976,9,2023-11-30,2023-12-02,2,22.49,2025-07-23 23:42:42.933383
1250,2349,7,2023-06-07,2023-06-07,0,8.36,2025-07-23 23:42:42.934733
1251,87,1,2022-01-04,2022-01-07,3,16.6,2025-07-23 23:42:42.936049
1252,2633,18,2024-07-18,2024-07-19,1,12.28,2025-07-23 23:42:42.937681
1253,4550,17,2023-06-23,2023-06-24,1,15.76,2025-07-23 23:42:42.939316
1254,4294,2,2024-03-15,2024-03-15,0,41.07,2025-07-23 23:42:42.940725
1255,4524,7,2022-07-03,2022-07-08,5,23.78,2025-07-23 23:42:42.942320
1256,1087,12,2024-10-17,2024-10-21,4,15.56,2025-07-23 23:42:42.943722
1257,1030,9,2023-09-24,2023-09-26,2,27.67,2025-07-23 23:42:42.945146
1258,2933,6,2022-01-21,2022-01-21,0,39.37,2025-07-23 23:42:42.946519
1259,877,15,2023-06-26,2023-06-28,2,25.66,2025-07-23 23:42:42.947898
1260,3752,18,2024-06-23,2024-06-26,3,29.08,2025-07-23 23:42:42.949292
1261,242,11,2023-07-01,2023-07-05,4,30.63,2025-07-23 23:42:42.950686
1262,4388,17,2024-03-10,2024-03-13,3,19.27,2025-07-23 23:42:42.952076
1263,4734,2,2022-02-04,2022-02-05,1,5.27,2025-07-23 23:42:42.953471
1264,1353,8,2023-08-09,2023-08-11,2,41.19,2025-07-23 23:42:42.954854
1265,4095,13,2024-08-06,2024-08-11,5,35.97,2025-07-23 23:42:42.956242
1266,4384,16,2022-11-11,2022-11-16,5,19.83,2025-07-23 23:42:42.957620
1267,306,12,2023-08-13,2023-08-16,3,40.08,2025-07-23 23:42:42.959001
1268,3320,12,2022-02-21,2022-02-23,2,5.47,2025-07-23 23:42:42.960424
1269,1383,8,2024-06-17,2024-06-17,0,13.46,2025-07-23 23:42:42.961754
1270,3704,19,2022-01-20,2022-01-23,3,31.8,2025-07-23 23:42:42.963324
1271,3554,5,2022-09-06,2022-09-08,2,25.92,2025-07-23 23:42:42.965095
1272,3466,3,2022-04-22,2022-04-27,5,16.5,2025-07-23 23:42:42.966625
1273,2359,11,2022-01-19,2022-01-24,5,30.27,2025-07-23 23:42:42.968236
1274,504,13,2022-11-13,2022-11-17,4,36.78,2025-07-23 23:42:42.969815
1275,2754,18,2023-05-31,2023-06-02,2,15.48,2025-07-23 23:42:42.971340
1276,4294,15,2024-03-16,2024-03-16,0,36.45,2025-07-23 23:42:42.972882
1277,4003,18,2022-05-13,2022-05-18,5,49.48,2025-07-23 23:42:42.974418
1278,596,20,2023-08-08,2023-08-12,4,31.71,2025-07-23 23:42:42.975931
1279,1087,14,2024-10-16,2024-10-19,3,9.37,2025-07-23 23:42:42.977437
1280,1561,6,2024-08-27,2024-08-27,0,30.63,2025-07-23 23:42:42.978966
1281,2249,14,2023-06-26,2023-06-28,2,11.25,2025-07-23 23:42:42.980524
1282,2935,11,2024-11-22,2024-11-22,0,16.19,2025-07-23 23:42:42.982060
1283,2372,13,2023-09-30,2023-09-30,0,46.9,2025-07-23 23:42:42.983564
1284,3470,19,2022-01-08,2022-01-13,5,37.22,2025-07-23 23:42:42.985110
1285,2702,8,2024-02-25,2024-02-28,3,39.57,2025-07-23 23:42:42.986624
1286,369,5,2022-02-27,2022-02-28,1,10.57,2025-07-23 23:42:42.988181
1287,4028,5,2022-05-12,2022-05-16,4,45.16,2025-07-23 23:42:42.989707
1288,430,1,2022-08-31,2022-09-04,4,20.59,2025-07-23 23:42:42.991259
1289,1761,5,2023-01-09,2023-01-14,5,22.7,2025-07-23 23:42:42.992926
1290,286,15,2024-05-23,2024-05-26,3,47.62,2025-07-23 23:42:42.994470
1291,2768,12,2024-11-17,2024-11-20,3,18.36,2025-07-23 23:42:42.996017
1292,2964,15,2023-09-09,2023-09-14,5,33.69,2025-07-23 23:42:42.997529
1293,2299,17,2023-03-26,2023-03-28,2,34.32,2025-07-23 23:42:42.999086
1294,3635,9,2024-10-25,2024-10-28,3,37.78,2025-07-23 23:42:43.000592
1295,2319,11,2024-04-17,2024-04-17,0,8.01,2025-07-23 23:42:43.002294
1296,1928,20,2023-06-09,2023-06-10,1,28.24,2025-07-23 23:42:43.003720
1297,3969,10,2024-03-17,2024-03-22,5,19.51,2025-07-23 23:42:43.005172
1298,2663,1,2023-07-14,2023-07-18,4,19.98,2025-07-23 23:42:43.006597
1299,3431,8,2022-12-03,2022-12-04,1,41.05,2025-07-23 23:42:43.008027
1300,421,1,2023-12-27,2023-12-30,3,36.59,2025-07-23 23:42:43.009445
1301,2737,5,2022-12-27,2022-12-29,2,48.56,2025-07-23 23:42:43.010860
1302,5000,13,2023-01-17,2023-01-22,5,20.46,2025-07-23 23:42:43.012270
1303,366,3,2022-12-08,2022-12-10,2,39.16,2025-07-23 23:42:43.013658
1304,4202,14,2023-09-03,2023-09-05,2,7.14,2025-07-23 23:42:43.015398
1305,983,19,2022-03-24,2022-03-25,1,6.08,2025-07-23 23:42:43.016918
1306,3887,2,2023-09-28,2023-10-01,3,10.5,2025-07-23 23:42:43.018620
1307,756,11,2023-02-26,2023-02-27,1,10.15,2025-07-23 23:42:43.020198
1308,4417,9,2024-12-02,2024-12-05,3,27.43,2025-07-23 23:42:43.021595
1309,4703,1,2022-04-20,2022-04-21,1,26.75,2025-07-23 23:42:43.023017
1310,334,2,2023-10-20,2023-10-24,4,17.66,2025-07-23 23:42:43.024414
1311,43,8,2024-09-27,2024-09-27,0,18.02,2025-07-23 23:42:43.026106
1312,619,17,2024-09-27,2024-09-28,1,33.64,2025-07-23 23:42:43.027561
1313,4588,16,2023-07-25,2023-07-27,2,9.97,2025-07-23 23:42:43.028981
1314,1625,17,2024-11-12,2024-11-12,0,14.63,2025-07-23 23:42:43.030366
1315,3433,16,2022-03-23,2022-03-24,1,35.43,2025-07-23 23:42:43.031703
1316,2041,8,2024-08-02,2024-08-07,5,47.97,2025-07-23 23:42:43.033043
1317,470,17,2023-02-10,2023-02-13,3,16.33,2025-07-23 23:42:43.034454
1318,3957,11,2023-09-13,2023-09-14,1,29.97,2025-07-23 23:42:43.035866
1319,2391,15,2024-12-31,2025-01-01,1,23.79,2025-07-23 23:42:43.037249
1320,2437,12,2023-12-18,2023-12-19,1,43.21,2025-07-23 23:42:43.038650
1321,3327,19,2024-09-16,2024-09-19,3,42.84,2025-07-23 23:42:43.040024
1322,3380,16,2022-12-06,2022-12-08,2,5.58,2025-07-23 23:42:43.041386
1323,1523,1,2024-03-20,2024-03-25,5,38.38,2025-07-23 23:42:43.042712
1324,2607,15,2023-11-08,2023-11-13,5,49.89,2025-07-23 23:42:43.044325
1325,3402,13,2024-07-28,2024-07-30,2,19.17,2025-07-23 23:42:43.045697
1326,2584,17,2024-12-17,2024-12-18,1,8.28,2025-07-23 23:42:43.047061
1327,513,1,2024-04-15,2024-04-19,4,33.8,2025-07-23 23:42:43.048523
1328,3214,18,2023-02-03,2023-02-08,5,24.08,2025-07-23 23:42:43.049903
1329,3575,10,2023-01-21,2023-01-26,5,45.02,2025-07-23 23:42:43.051275
1330,4733,4,2023-08-19,2023-08-19,0,27.75,2025-07-23 23:42:43.052636
1331,4986,12,2024-10-08,2024-10-13,5,18.41,2025-07-23 23:42:43.054005
1332,1226,14,2022-01-22,2022-01-24,2,38.22,2025-07-23 23:42:43.055393
1333,998,7,2022-01-28,2022-01-31,3,19.21,2025-07-23 23:42:43.056734
1334,2605,10,2022-03-02,2022-03-02,0,24.21,2025-07-23 23:42:43.058095
1335,3852,16,2024-05-22,2024-05-27,5,48.03,2025-07-23 23:42:43.059445
1336,539,2,2022-12-10,2022-12-14,4,37.18,2025-07-23 23:42:43.060813
1337,601,3,2024-09-17,2024-09-17,0,34.11,2025-07-23 23:42:43.062209
1338,3756,2,2022-06-30,2022-07-04,4,39.02,2025-07-23 23:42:43.063578
1339,2813,3,2023-11-05,2023-11-06,1,25.83,2025-07-23 23:42:43.064940
1340,4227,15,2023-12-28,2023-12-31,3,15.38,2025-07-23 23:42:43.066309
1341,4259,3,2024-03-03,2024-03-07,4,12.89,2025-07-23 23:42:43.067950
1342,2285,16,2023-03-21,2023-03-21,0,32.97,2025-07-23 23:42:43.069375
1343,2771,17,2024-03-11,2024-03-12,1,41.91,2025-07-23 23:42:43.070717
1344,717,19,2022-01-25,2022-01-28,3,26.53,2025-07-23 23:42:43.072130
1345,3768,9,2023-10-15,2023-10-20,5,19.82,2025-07-23 23:42:43.073480
1346,1939,19,2022-12-24,2022-12-29,5,38.77,2025-07-23 23:42:43.074858
1347,666,9,2022-05-31,2022-06-01,1,43.27,2025-07-23 23:42:43.076185
1348,4807,10,2022-10-20,2022-10-24,4,32.51,2025-07-23 23:42:43.077527
